show_id,show_date_iso,venue_slug,year,era_label,has_special,perf_count,openers,closers,longest_jam_song,longest_jam_sec
1998-04-03_nassau-veterans-memorial-coliseum,1998-04-03,nassau-veterans-memorial-coliseum,1998,1.0 (1983–2000),0,16,mike s song; the old home place,my soul; run like an antelope; tweezer reprise,roses are free,1443.2962799999998
1998-04-04_providence-civic-center,1998-04-04,providence-civic-center,1998,1.0 (1983–2000),0,15,tweezer; taste,character zero; david bowie; harry hood,david bowie,1152.758
1998-04-05_providence-civic-center,1998-04-05,providence-civic-center,1998,1.0 (1983–2000),0,17,the oh kee pa ceremony; you enjoy myself,split open and melt; cavern; bold as love,you enjoy myself,1443.2962799999998
1998-06-29_the-grey-hall,1998-06-29,the-grey-hall,1998,1.0 (1983–2000),0,2,roggae; the moma dance,the moma dance,roggae,522.88
1998-06-30_the-grey-hall,1998-06-30,the-grey-hall,1998,1.0 (1983–2000),0,26,limb by limb; ghost,david bowie; weekapaug groove; brian and robert,ghost,853.211
1998-07-01_the-grey-hall,1998-07-01,the-grey-hall,1998,1.0 (1983–2000),0,15,nicu; sample in a jar,chalk dust torture; sweet adeline; harry hood,tweezer,1397.211
1998-07-02_the-grey-hall,1998-07-02,the-grey-hall,1998,1.0 (1983–2000),0,16,birds of a feather; cars trucks buses,character zero; you enjoy myself; simple,you enjoy myself,1443.2962799999998
1998-07-03_dyrskuepladsen,1998-07-03,dyrskuepladsen,1998,1.0 (1983–2000),0,11,stash; beauty of my dreams,a day in the life,you enjoy myself,932.127
1998-07-05_lucerna-theatre,1998-07-05,lucerna-theatre,1998,1.0 (1983–2000),0,16,birds of a feather; taste,chalk dust torture; rocky top; funky bitch,bathtub gin,860.003
1998-07-06_lucerna-theatre,1998-07-06,lucerna-theatre,1998,1.0 (1983–2000),0,16,buried alive; ac dc bag,golgi apparatus; loving cup; possum,piper,1190.034
1998-07-08_zeleste,1998-07-08,zeleste,1998,1.0 (1983–2000),0,15,the moma dance; bathtub gin,run like an antelope; johnny b goode; julius,punch you in the eye,1085.989
1998-07-09_zeleste,1998-07-09,zeleste,1998,1.0 (1983–2000),0,17,carini; boogie on reggae woman,hello my baby; izabella; chalk dust torture,tweezer,1162.344
1998-07-10_zeleste,1998-07-10,zeleste,1998,1.0 (1983–2000),0,14,down with disease; dogs stole things,mike s song; good times bad times; taste,simple,1347.672
1998-07-15_portland-meadows,1998-07-15,portland-meadows,1998,1.0 (1983–2000),0,23,wolfman s brother; water in the sky,loving cup; harry hood; tweezer reprise,simple,928.366
1998-07-16_gorge-amphitheatre,1998-07-16,gorge-amphitheatre,1998,1.0 (1983–2000),0,15,the squirming coil; nicu,run like an antelope; slave to the traffic light; sample in a jar,david bowie,1176.424
1998-07-17_gorge-amphitheatre,1998-07-17,gorge-amphitheatre,1998,1.0 (1983–2000),0,13,makisupa policeman; ya mar,my soul; character zero; rocky top,also sprach zarathustra,1443.2962799999998
1998-07-19_shoreline-amphitheatre,1998-07-19,shoreline-amphitheatre,1998,1.0 (1983–2000),0,18,the moma dance; beauty of my dreams,you enjoy myself; down with disease; tweezer reprise,you enjoy myself,1334.596
1998-07-20_ventura-county-fairgrounds,1998-07-20,ventura-county-fairgrounds,1998,1.0 (1983–2000),0,19,bathtub gin; dirt,split open and melt; harry hood; halley s comet,bathtub gin,1291.807
1998-07-21_desert-sky-pavilion,1998-07-21,desert-sky-pavilion,1998,1.0 (1983–2000),0,18,ac dc bag; fluffhead,run like an antelope; funky bitch; rocky top,ghost,1077.943
1998-07-24_cynthia-woods-mitchell-pavilion,1998-07-24,cynthia-woods-mitchell-pavilion,1998,1.0 (1983–2000),0,16,the moma dance; runaway jim,loving cup; chalk dust torture; character zero,wolfman s brother,1408.183
1998-07-25_south-park-meadows,1998-07-25,south-park-meadows,1998,1.0 (1983–2000),0,17,roses are free; down with disease,julius; run like an antelope; tweezer reprise,ya mar,995.422
1998-07-26_starplex-amphitheatre,1998-07-26,starplex-amphitheatre,1998,1.0 (1983–2000),0,15,birds of a feather; you better believe it baby,good times bad times; sample in a jar; bittersweet motel,you enjoy myself,1443.2962799999998
1998-07-28_sandstone-amphitheatre,1998-07-28,sandstone-amphitheatre,1998,1.0 (1983–2000),0,20,emotional rescue; down with disease,funky bitch; you enjoy myself; the squirming coil,you enjoy myself,1443.2962799999998
1998-07-29_riverport-amphitheater,1998-07-29,riverport-amphitheater,1998,1.0 (1983–2000),0,18,bathtub gin; dog log,birds of a feather; run like an antelope; bittersweet motel,bathtub gin,1443.2962799999998
1998-07-31_polaris-amphitheater,1998-07-31,polaris-amphitheater,1998,1.0 (1983–2000),0,18,my friend my friend; ya mar,stash; cavern; slave to the traffic light,cities,939.076
1998-08-01_alpine-valley-music-theatre,1998-08-01,alpine-valley-music-theatre,1998,1.0 (1983–2000),0,22,ramble on; mike s song,funky bitch; frankenstein; tweezer reprise,tweezer,1111.301
1998-08-02_deer-creek-music-center,1998-08-02,deer-creek-music-center,1998,1.0 (1983–2000),0,17,roggae; divided sky,birds of a feather; loving cup; bittersweet motel,ghost,1141.76
1998-08-03_deer-creek-music-center,1998-08-03,deer-creek-music-center,1998,1.0 (1983–2000),0,19,rhinoceros; halley s comet,character zero; the wedge; run like an antelope,halley s comet,1213.153
1998-08-06_lakewood-amphitheatre,1998-08-06,lakewood-amphitheatre,1998,1.0 (1983–2000),0,23,the oh kee pa ceremony; suzy greenberg,my soul; down with disease; you enjoy myself,you enjoy myself,1136.065
1998-08-07_walnut-creek-amphitheater,1998-08-07,walnut-creek-amphitheater,1998,1.0 (1983–2000),0,18,water in the sky; drowned,fly famous mockingbird; weekapaug groove; funky bitch,ghost,863.373
1998-08-08_merriweather-post-pavilion,1998-08-08,merriweather-post-pavilion,1998,1.0 (1983–2000),0,16,the wedge; nicu,sweet jane; harry hood; sabotage,hold your head up,945.371
1998-08-09_gte-virginia-beach-amphitheater,1998-08-09,gte-virginia-beach-amphitheater,1998,1.0 (1983–2000),0,20,punch you in the eye; bathtub gin,david bowie; hello my baby; terrapin station,frankenstein,1066.501
1998-08-11_star-lake-amphitheatre,1998-08-11,star-lake-amphitheatre,1998,1.0 (1983–2000),0,18,trench town rock; julius,sample in a jar; down with disease; golgi apparatus,runaway jim,1443.2962799999998
1998-08-12_vernon-downs,1998-08-12,vernon-downs,1998,1.0 (1983–2000),0,17,la grange; makisupa policeman,slave to the traffic light; the squirming coil; you enjoy myself,you enjoy myself,1203.931
1998-08-14_loring-commerce-centre,1998-08-14,loring-commerce-centre,1998,1.0 (1983–2000),1,9,jam; ginseng sullivan,please send me someone to love,down home dirty blues,446.537
1998-08-15_loring-commerce-centre,1998-08-15,loring-commerce-centre,1998,1.0 (1983–2000),1,31,mike s song; simple,weekapaug groove; slave to the traffic light; loving cup; ambient jam; tweezer reprise,david bowie,1443.2962799999998
1998-08-16_loring-commerce-centre,1998-08-16,loring-commerce-centre,1998,1.0 (1983–2000),1,31,ginseng sullivan; bathtub gin,possum; run like an antelope; while my guitar gently weeps; baby elephant walk,down with disease,1160.725
1998-10-03_new-world-music-theatre,1998-10-03,new-world-music-theatre,1998,1.0 (1983–2000),0,10,birds of a feather; farmhouse,uncloudy day,down by the river,1144.398
1998-10-15_the-fillmore,1998-10-15,the-fillmore,1998,1.0 (1983–2000),0,20,ghost; water in the sky,character zero; harry hood; limb by limb,character zero,1102.158
1998-10-17_shoreline-amphitheatre,1998-10-17,shoreline-amphitheatre,1998,1.0 (1983–2000),0,10,carolina; sleep,helpless,harry hood,779.598
1998-10-18_shoreline-amphitheatre,1998-10-18,shoreline-amphitheatre,1998,1.0 (1983–2000),0,12,hello my baby; billy breathes,i shall be released,guyute,582.766
1998-10-20_sony-music-studios,1998-10-20,sony-music-studios,1998,1.0 (1983–2000),0,11,sleep; frankie says,taste,guyute,660.167
1998-10-27_ed-sullivan-theater,1998-10-27,ed-sullivan-theater,1998,1.0 (1983–2000),0,1,birds of a feather,birds of a feather,birds of a feather,293.747
1998-10-29_greek-theatre,1998-10-29,greek-theatre,1998,1.0 (1983–2000),0,18,julius; roggae,character zero; david bowie; something,reba,1241.13
1998-10-30_thomas-mack-center,1998-10-30,thomas-mack-center,1998,1.0 (1983–2000),0,19,wilson; meat,cavern; golgi apparatus; free bird,run like an antelope,1033.117
1998-10-31_thomas-mack-center,1998-10-31,thomas-mack-center,1998,1.0 (1983–2000),1,25,axilla; punch you in the eye,weekapaug groove; oh sweet nuthin; ghost; tweezer reprise,wolfman s brother,1443.2962799999998
1998-11-02_the-aea-center,1998-11-02,the-aea-center,1998,1.0 (1983–2000),0,25,tube; drowned,sample in a jar; harpua; smells like teen spirit,you enjoy myself,1441.175
1998-11-03_kbco-studio-c,1998-11-03,kbco-studio-c,1998,1.0 (1983–2000),0,4,driver; wading in the velvet sea,roggae,wading in the velvet sea,216.451
1998-11-04_mcnichols-arena,1998-11-04,mcnichols-arena,1998,1.0 (1983–2000),0,16,buried alive; character zero,david bowie; loving cup; the squirming coil,piper,1060.18
1998-11-06_kohl-center,1998-11-06,kohl-center,1998,1.0 (1983–2000),0,18,possum; wilson,split open and melt; harry hood; hello my baby,split open and melt,883.304
1998-11-07_uic-pavilion-university-of-illinois,1998-11-07,uic-pavilion-university-of-illinois,1998,1.0 (1983–2000),0,16,my soul; mike s song,weekapaug groove; farmhouse; while my guitar gently weeps,ac dc bag,1271.171
1998-11-08_uic-pavilion-university-of-illinois,1998-11-08,uic-pavilion-university-of-illinois,1998,1.0 (1983–2000),0,18,taste; carini,cavern; run like an antelope; been caught stealing,down with disease,998.269
1998-11-09_uic-pavilion-university-of-illinois,1998-11-09,uic-pavilion-university-of-illinois,1998,1.0 (1983–2000),0,19,llama; horn,bold as love; you enjoy myself; free bird,bathtub gin,1443.2962799999998
1998-11-11_van-andel-arena,1998-11-11,van-andel-arena,1998,1.0 (1983–2000),0,17,punch you in the eye; gumbo,julius; ghost; funky bitch,halley s comet,1443.2962799999998
1998-11-13_csu-convocation-center,1998-11-13,csu-convocation-center,1998,1.0 (1983–2000),0,19,chalk dust torture; wolfman s brother,run like an antelope; harry hood; good times bad times,water in the sky,1032.96
1998-11-14_the-crown,1998-11-14,the-crown,1998,1.0 (1983–2000),0,21,funky bitch; my soul,character zero; hello my baby; tweezer reprise,you enjoy myself,1277.518
1998-11-15_murphy-center-middle-tennessee-state-university,1998-11-15,murphy-center-middle-tennessee-state-university,1998,1.0 (1983–2000),0,16,my friend my friend; ghost,la grange; weekapaug groove; rocky top,ghost,948.741
1998-11-18_bi-lo-center,1998-11-18,bi-lo-center,1998,1.0 (1983–2000),0,20,back at the chicken shack; birds of a feather,carolina; character zero; the squirming coil,david bowie,1156.258
1998-11-19_lawrence-joel-veterans-memorial-coliseum,1998-11-19,lawrence-joel-veterans-memorial-coliseum,1998,1.0 (1983–2000),0,18,cities; the curtain,golgi apparatus; been caught stealing; you enjoy myself,you enjoy myself,1416.908
1998-11-20_hampton-coliseum,1998-11-20,hampton-coliseum,1998,1.0 (1983–2000),0,24,rock and roll part two; tube,split open and melt; character zero; cavern,bathtub gin,854.073
1998-11-21_hampton-coliseum,1998-11-21,hampton-coliseum,1998,1.0 (1983–2000),0,23,wilson; big black furry creature from mars,bold as love; weekapaug groove; tubthumping,divided sky,931.579
1998-11-24_new-haven-veterans-memorial-coliseum,1998-11-24,new-haven-veterans-memorial-coliseum,1998,1.0 (1983–2000),0,17,down with disease; the moma dance,chalk dust torture; character zero; tweezer reprise,tweezer,1048.529
1998-11-25_pepsi-arena,1998-11-25,pepsi-arena,1998,1.0 (1983–2000),0,20,punch you in the eye; my soul,good times bad times; llama; free bird,you enjoy myself,1230.968
1998-11-27_worcester-centrum-centre,1998-11-27,worcester-centrum-centre,1998,1.0 (1983–2000),0,30,funky bitch; ya mar,birds of a feather; run like an antelope; wipe out,reba,949.656
1998-11-28_worcester-centrum-centre,1998-11-28,worcester-centrum-centre,1998,1.0 (1983–2000),0,19,gumbo; tube,split open and melt; cavern; tweezer reprise,split open and melt,820.193
1998-11-29_worcester-centrum-centre,1998-11-29,worcester-centrum-centre,1998,1.0 (1983–2000),0,21,paul and silas; axilla,layla; you enjoy myself; hello my baby,wipe out,1375.634
1998-12-28_madison-square-garden,1998-12-28,madison-square-garden,1998,1.0 (1983–2000),0,17,axilla; stash,good times bad times; david bowie; been caught stealing,wolfman s brother,1342.929
1998-12-29_madison-square-garden,1998-12-29,madison-square-garden,1998,1.0 (1983–2000),0,16,rock and roll; funky bitch,free bird; you enjoy myself; divided sky,you enjoy myself,1413.381
1998-12-30_madison-square-garden,1998-12-30,madison-square-garden,1998,1.0 (1983–2000),0,19,chalk dust torture; big black furry creature from mars,reba; slave to the traffic light; possum,down with disease,1272.816
1998-12-31_madison-square-garden,1998-12-31,madison-square-garden,1998,1.0 (1983–2000),1,21,1999; mike s song,cavern; frankenstein; llama; while my guitar gently weeps,simple,1111.275
1999-05-17_the-flynn-theatre,1999-05-17,the-flynn-theatre,1999,1.0 (1983–2000),0,2,further on up the road; voodoo child slight return,voodoo child slight return,further on up the road,501.198
1999-06-24_the-barn,1999-06-24,the-barn,1999,1.0 (1983–2000),0,13,farmhouse; the moma dance,come together; rock a william,windora bug,750.5895
1999-06-30_sandstone-amphitheatre,1999-06-30,sandstone-amphitheatre,1999,1.0 (1983–2000),0,20,bathtub gin; farmhouse,golgi apparatus; stash; sample in a jar,bathtub gin,1191.053
1999-07-01_first-american-music-center,1999-07-01,first-american-music-center,1999,1.0 (1983–2000),0,14,punch you in the eye; billy breathes,poor heart; you enjoy myself; character zero,you enjoy myself,1517.8830999999993
1999-07-03_lakewood-amphitheatre,1999-07-03,lakewood-amphitheatre,1999,1.0 (1983–2000),0,21,chalk dust torture; gumbo,meatstick; the little drummer boy; harry hood,harry hood,905.561
1999-07-04_lakewood-amphitheatre,1999-07-04,lakewood-amphitheatre,1999,1.0 (1983–2000),0,22,my soul; ya mar,david bowie; weekapaug groove; the star spangled banner,david bowie,1004.042
1999-07-07_blockbuster-pavilion,1999-07-07,blockbuster-pavilion,1999,1.0 (1983–2000),0,19,back on the train; what s the use,loving cup; you enjoy myself; funky bitch,also sprach zarathustra,1362.678
1999-07-08_gte-virginia-beach-amphitheater,1999-07-08,gte-virginia-beach-amphitheater,1999,1.0 (1983–2000),0,19,julius; fee,cavern; simple; character zero,fee,1418.214
1999-07-09_merriweather-post-pavilion,1999-07-09,merriweather-post-pavilion,1999,1.0 (1983–2000),0,16,limb by limb; farmhouse,runaway jim; weekapaug groove; harry hood,divided sky,1088.287
1999-07-10_e-centre,1999-07-10,e-centre,1999,1.0 (1983–2000),0,15,wilson; chalk dust torture,golgi apparatus; fluffhead; tweezer reprise,fluffhead,1319.262
1999-07-12_tweeter-center,1999-07-12,tweeter-center,1999,1.0 (1983–2000),0,14,foreplay long time; down with disease,character zero; guyute; rock and roll,david bowie,1319.445
1999-07-13_tweeter-center,1999-07-13,tweeter-center,1999,1.0 (1983–2000),0,16,nicu; the curtain,funky bitch; possum; tuesday s gone,wolfman s brother,1306.201
1999-07-15_pnc-bank-arts-center,1999-07-15,pnc-bank-arts-center,1999,1.0 (1983–2000),0,18,punch you in the eye; ghost,you enjoy myself; chalk dust torture; frankenstein,you enjoy myself,1488.771
1999-07-16_pnc-bank-arts-center,1999-07-16,pnc-bank-arts-center,1999,1.0 (1983–2000),0,18,sample in a jar; beauty of my dreams,cavern; golgi apparatus; born to run,maze,846.132
1999-07-17_oswego-county-airport,1999-07-17,oswego-county-airport,1999,1.0 (1983–2000),1,20,tube; boogie on reggae woman,character zero; you enjoy myself; tweezer reprise,down with disease,1415.184
1999-07-18_oswego-county-airport,1999-07-18,oswego-county-airport,1999,1.0 (1983–2000),1,28,punch you in the eye; farmhouse,chalk dust torture; llama; fluffhead; harry hood,piper,1501.701
1999-07-20_molson-amphitheatre,1999-07-20,molson-amphitheatre,1999,1.0 (1983–2000),0,17,chalk dust torture; sample in a jar,you enjoy myself; misty mountain hop; hello my baby,you enjoy myself,1474.429
1999-07-21_star-lake-amphitheatre,1999-07-21,star-lake-amphitheatre,1999,1.0 (1983–2000),0,18,ac dc bag; cities,bittersweet motel; golgi apparatus; bold as love,my left toe,971.154
1999-07-23_polaris-amphitheater,1999-07-23,polaris-amphitheater,1999,1.0 (1983–2000),0,16,ya mar; nicu,possum; fire; rocky top,birds of a feather,1517.8830999999993
1999-07-24_alpine-valley-music-theatre,1999-07-24,alpine-valley-music-theatre,1999,1.0 (1983–2000),0,20,guyute; fluffhead,character zero; chalk dust torture; tweezer reprise,fluffhead,1517.8830999999993
1999-07-25_deer-creek-music-center,1999-07-25,deer-creek-music-center,1999,1.0 (1983–2000),0,19,meat; my friend my friend,cavern; you enjoy myself; loving cup,suzy greenberg,1061.407
1999-07-26_deer-creek-music-center,1999-07-26,deer-creek-music-center,1999,1.0 (1983–2000),0,19,farmhouse; back on the train,stash; split open and melt; julius,wolfman s brother,1065.822
1999-07-29_naeba-ski-resort,1999-07-29,naeba-ski-resort,1999,1.0 (1983–2000),0,1,what s the use,what s the use,what s the use,410.4045
